gpu, gpu_row, gpu_single
0.008644342422485352, 0.0037641525268554688, 2.032954216003418
0.008610248565673828, 0.0037381649017333984, 2.0248069763183594
0.008591175079345703, 0.0037376880645751953, 2.0255353450775146
0.008666038513183594, 0.003751516342163086, 2.049678325653076
0.008702516555786133, 0.003740072250366211, 2.0431716442108154
0.008663654327392578, 0.0037469863891601562, 2.041123628616333
0.008661270141601562, 0.0037446022033691406, 2.0181193351745605
0.008642196655273438, 0.0037441253662109375, 2.003368377685547
0.008687019348144531, 0.003747224807739258, 2.004049301147461
0.008658170700073242, 0.003737211227416992, 2.0374832153320312
0.008607149124145508, 0.0037391185760498047, 2.030289649963379
0.008653640747070312, 0.0037441253662109375, 2.031568765640259
0.008603811264038086, 0.0037415027618408203, 2.017538547515869
0.008623123168945312, 0.0037403106689453125, 2.04345965385437
0.008594512939453125, 0.0037386417388916016, 2.0380897521972656
0.008605718612670898, 0.0037698745727539062, 2.023589849472046
0.00862884521484375, 0.003743410110473633, 2.0283305644989014
0.008620738983154297, 0.0037522315979003906, 2.0677013397216797
0.008625984191894531, 0.0037517547607421875, 2.0250113010406494
0.0086517333984375, 0.0037500858306884766, 2.0732216835021973
0.008644819259643555, 0.003773927688598633, 2.0566422939300537
0.00862264633178711, 0.003738880157470703, 2.074502468109131
0.008657217025756836, 0.003746509552001953, 2.0419161319732666
0.008648872375488281, 0.0037355422973632812, 2.052828550338745
0.008689641952514648, 0.003753185272216797, 2.063819169998169
0.008624553680419922, 0.003734111785888672, 2.0545921325683594
0.008657217025756836, 0.0037322044372558594, 2.0543372631073
0.008624076843261719, 0.003748655319213867, 2.051664113998413
0.008675813674926758, 0.0038154125213623047, 2.0363664627075195
0.00866842269897461, 0.0037415027618408203, 2.05735445022583
0.00864410400390625, 0.003812551498413086, 2.0103776454925537
0.008678197860717773, 0.0037398338317871094, 2.0539474487304688
0.008692741394042969, 0.0037894248962402344, 2.0439066886901855
0.008658647537231445, 0.003741741180419922, 2.0461935997009277
0.008628368377685547, 0.003740549087524414, 2.0363805294036865
0.008671045303344727, 0.0037407875061035156, 2.049384593963623
0.008646965026855469, 0.0037343502044677734, 2.0501980781555176
0.008684635162353516, 0.0037381649017333984, 2.040693521499634
0.008652448654174805, 0.00374603271484375, 2.0369200706481934
0.00864553451538086, 0.003743886947631836, 2.013636589050293
0.008672714233398438, 0.003743410110473633, 2.0473856925964355
0.00858449935913086, 0.003742694854736328, 2.025225877761841
0.008653640747070312, 0.003738880157470703, 2.0479846000671387
0.008616447448730469, 0.003739595413208008, 2.0461745262145996
0.00872492790222168, 0.0037975311279296875, 2.058248996734619
0.008627176284790039, 0.003758668899536133, 2.040128469467163
0.008635997772216797, 0.003752470016479492, 2.0291635990142822
0.0086822509765625, 0.003754138946533203, 2.0214385986328125
